start,end,foname,type,roof,walls,range,pots,business,tenure,label,lat,long,id,connected,total,child,pop,typecode,businesscode,siteno,buildingid,km,shortest
,,,trans,,,,,,,uuid:kenl2205,0.36425,34.29381,uuid:kenl2205,1,,,,1,,2205,2205001,0,0
