start,end,foname,type,roof,walls,range,pots,business,tenure,label,lat,long,id,connected,total,child,pop,typecode,businesscode,siteno,buildingid,km,shortest
Wed Oct 09 07:51:21 UTC 2013,Wed Oct 09 07:59:58 UTC 2013,victor,trans,,,,,,,Wagwer secondary school transformer,0.0518397,34.38224,uuid:6c9a382d-0bc8-416c-80fe-3f34917a47b6,1,,,,1,,1103,1103001,0,0
